dataset,query_id,label,fixed_f1,chosen_f1,chosen_tokens,fixed_tokens,features_json
asqa,asqa_62,adaptive_k_full,0.484848,0.484848,277.0,986.0,"[9.0, 9.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.293486, 0.1721616, 0.06773940893778156, 0.19718400000000003, 0.1337167701355431, 0.10182427781904424, 0.06243909419870115, 0.08884921256891296, 0.38174222961231546, 0.1337167701355431, 1.0, 0.17047123168000297, 0.44846585998271393, 0.6735352134273845, 0.32646478657261546, 1.61744833287407, 0.5050638128070439, 2.225356509097489, 0.966460052168523]"
asqa,asqa_63,fixed_10_full,0.389189,0.389189,1496.0,1496.0,"[11.0, 10.0, 0.9090909090909091, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.326355, 0.1691724, 0.05532520689197647, 0.197477, 0.4133351718220956, 0.07642597784621039, 0.02690628303534498, 0.0004381731549998513, 0.5200778293576014, 0.4133351718220956, 1.0, 0.19291267369854656, 0.40451929510960416, 0.5903433420581607, 0.40965665794183925, 2.0836711891460498, 0.4792164584892884, 2.257764273761014, 0.9805345655327112]"
asqa,asqa_64,answer_aware_fallback,0.595745,0.636364,281.0,1088.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.651379, 0.24109799999999998, 0.1755009370373845, 0.5570740000000001, 0.35788841826340734, 0.03805772062040691, 0.34222319110686705, 0.012894182956466188, 0.7419873836890658, 0.35788841826340734, 1.0, 0.2701718803142291, 0.6068507411923783, 0.7472977793262491, 0.2527022206737509, 3.875779464965728, 0.6608787837450844, 2.0745383012273004, 0.9009605367199626]"
asqa,asqa_65,coverage_guided_ultra,0.434783,0.447761,268.0,2146.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.507839, 0.1870577, 0.12135212676756021, 0.406884, 0.4486894468522505, 0.10397980462311866, 0.09410856590376084, 0.03569438345617411, 0.7304696961044741, 0.4486894468522505, 1.0, 0.27148788849643724, 0.5426069068528053, 0.7116766644730478, 0.2883233355269524, 3.710157950875963, 0.6093297593569243, 2.1326272429483693, 0.9261882435690223]"
asqa,asqa_66,answer_aware_fallback,0.136054,0.130435,309.0,956.0,"[9.0, 9.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.493297, 0.22126549999999998, 0.09426157031394075, 0.335514, 0.4935687831063234, 0.07143769372203762, 0.02651141198912624, 0.014324027918272338, 0.6036140499536791, 0.4935687831063234, 1.0, 0.22294347740610262, 0.43282798267240036, 0.6122680670958646, 0.3877319329041356, 2.522793756648392, 0.5062422691856346, 2.2303710253643962, 0.9686378289126549]"
asqa,asqa_67,fixed_10_full,0.577465,0.577465,1270.0,1270.0,"[12.0, 10.0, 0.8333333333333334, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.294349, 0.2352777, 0.029132222236039607, 0.10215400000000002, 0.11503691196504838, 0.03181257622753936, 0.012542933728329297, 0.03816897628325557, 0.17114377830398617, 0.11503691196504838, 1.0, 0.12510705434471692, 0.3425573269374871, 0.5514190252624876, 0.44858097473751224, 1.2064818647965145, 0.4119540960747973, 2.294991094452079, 0.9967019683376425]"
asqa,asqa_68,fixed_10_full,0.414815,0.414815,1567.0,1567.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.314818, 0.1680149, 0.06690200182573014, 0.226568, 0.22642288560374563, 0.17827443157633938, 0.019963915659206227, 0.09991487144953597, 0.42531875559847276, 0.22642288560374563, 1.0, 0.18737504828440812, 0.4438689663833386, 0.6593540215778482, 0.34064597842215183, 1.7400950696440416, 0.5002387947572476, 2.2273369855194654, 0.9673201621501268]"
asqa,asqa_69,coverage_guided_ultra,0.388060,0.375000,344.0,775.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.547256, 0.1902207, 0.15244095433776972, 0.46415799999999996, 0.2167998158083236, 0.5078354554358473, 0.03771543847851827, 0.020652126244390206, 0.7623507097226891, 0.5078354554358473, 2.0, 0.28769529288873397, 0.5922394355609037, 0.7289805999031651, 0.2710194000968349, 4.207881280996501, 0.649043685466485, 2.04846554094019, 0.8896372807992843]"
asqa,asqa_70,fixed_10_full,0.392638,0.392638,1040.0,1040.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.385091, 0.2102144, 0.0680281083541208, 0.23326500000000003, 0.3295169193774978, 0.048588515441804675, 0.06265532043075535, 0.02311401720632264, 0.5001389282013862, 0.3295169193774978, 1.0, 0.18318963876879987, 0.41993983285636, 0.6139560372648115, 0.3860439627351885, 2.0005558672568213, 0.49087833554646576, 2.2559932743168933, 0.9797654302466757]"
asqa,asqa_71,fixed_10_full,0.329114,0.329114,1069.0,1069.0,"[9.0, 9.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.522413, 0.1992017, 0.11991048891406456, 0.405598, 0.47436223830570834, 0.08686039589367034, 0.03474645539065835, 0.002029045984690284, 0.7439994793391436, 0.47436223830570834, 1.0, 0.2622532839830182, 0.5151743182914603, 0.6882697286217939, 0.3117302713782061, 3.9062420553619766, 0.5843895672297762, 2.1568772437028727, 0.9367198850828529]"
asqa,asqa_72,adaptive_k_full,0.280000,0.279570,352.0,1040.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.55062, 0.2809613, 0.15382391043140856, 0.438375, 0.17337909992372233, 0.035441865533398724, 0.07705314009661834, 0.08192401293087789, 0.5533998038574698, 0.26752569830373035, 4.0, 0.19597716838582394, 0.5130290185872574, 0.740504831092396, 0.259495168907604, 2.2391391867657284, 0.5610523275637922, 2.1541691258656552, 0.9355437644498056]"
asqa,asqa_73,adaptive_k_full,0.705882,0.785714,216.0,882.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.769407, 0.1513121, 0.20669806996750115, 0.6995239999999999, 0.8306306025289606, 0.05526073976451997, 0.012027444512462194, 0.0007694237250245908, 0.8992444830889244, 0.8306306025289606, 1.0, 0.5084900678795681, 0.652635843399173, 0.7557763060588016, 0.24422369394119836, 9.925014834498594, 0.7209700475868545, 1.7632610811820935, 0.7657745577121449]"
asqa,asqa_74,fixed_10_full,0.405797,0.405797,1256.0,1256.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.269697, 0.22981690000000002, 0.026557902610899083, 0.07228800000000002, 0.015409885909001556, 0.0027401120516729704, 0.11545920051020207, 0.025343255579409408, 0.15405807257774476, 0.11545920051020207, 3.0, 0.11735298840076601, 0.34812061253980886, 0.549067975418692, 0.450932024581308, 1.1821142416326247, 0.42069395256387, 2.295979060479849, 0.9971310365318109]"
asqa,asqa_75,answer_aware_fallback,0.620690,0.620690,422.0,1342.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.475011, 0.1705085, 0.17665878737852245, 0.42823900000000004, 0.011182898922340827, 0.2183170494999063, 0.627972825892453, 0.00015999629482264552, 0.8684704143693515, 0.627972825892453, 3.0, 0.2785849385807746, 0.7687041994973858, 0.8450522994454821, 0.15494770055451781, 7.6028522039758, 0.8143049115898908, 1.828174487474511, 0.7939660918664856]"
asqa,asqa_76,fixed_10_full,0.666667,0.666667,1098.0,1098.0,"[11.0, 10.0, 0.9090909090909091, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.755168, 0.2348638, 0.21763046962721005, 0.6646869999999999, 0.26145970168227456, 0.47388925378193997, 0.06868802703504387, 0.006398576210856396, 0.8052181766176533, 0.47388925378193997, 2.0, 0.321534438257407, 0.6440950031465044, 0.7697329260618282, 0.2302670739381718, 5.133949270189608, 0.6985769357940177, 1.968706811443911, 0.8549985046954361]"
asqa,asqa_77,answer_aware_fallback,0.303797,0.300000,312.0,1124.0,"[8.0, 7.0, 0.875, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.546714, 0.2656895, 0.1529052345671985, 0.41203100000000004, 0.1365869540564171, 0.02642332188310527, 0.40990902007265223, 0.08757046645961142, 0.6062584824972472, 0.40990902007265223, 3.0, 0.20577177494782445, 0.5556666710577572, 0.7245687164904898, 0.2754312835095102, 2.5397372528616025, 0.6199009316056898, 2.150191776106767, 0.9338164233969211]"
asqa,asqa_78,fixed_10_full,0.265823,0.265823,1268.0,1268.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.43828, 0.22505800000000004, 0.0866133480417424, 0.304054, 0.33083188829059046, 0.06760290225426671, 0.07700784886374008, 0.09472711508624629, 0.48192707857990325, 0.33083188829059046, 1.0, 0.19474091123177134, 0.4422046761279314, 0.6452474473246895, 0.3547525526753103, 1.9302302024566085, 0.503221177402155, 2.2355963871441467, 0.9709071746995487]"
asqa,asqa_79,coverage_guided_ultra,0.421053,0.457143,560.0,1294.0,"[10.0, 10.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.641261, 0.22839139999999997, 0.20535047110303886, 0.560048, 0.23727780108255453, 0.027045150102688292, 0.494683132141203, 0.001638958240092562, 0.8552414695420429, 0.494683132141203, 3.0, 0.28077283120117486, 0.7014826302566559, 0.8097914369805519, 0.19020856301944822, 6.908055759038222, 0.7563791455948393, 1.9464732114579493, 0.8453425749086887]"
asqa,asqa_80,adaptive_k_full,0.765957,0.900000,308.0,842.0,"[10.0, 10.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.505974, 0.1338888, 0.12490997798318595, 0.43089200000000005, 0.7618790688849625, 0.011961088909706825, 0.03091858474941401, 0.018477234008071552, 0.8065216789795523, 0.7618790688849625, 1.0, 0.3779061430082277, 0.5533606993266054, 0.7002602159403923, 0.29973978405960766, 5.168537718984627, 0.6238310871457897, 2.021264437799463, 0.8778239918035852]"
asqa,asqa_81,task_aware_coverage_ultra,0.338983,0.361905,338.0,1398.0,"[13.0, 9.0, 0.6923076923076923, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.577007, 0.2537848, 0.17275684057645882, 0.46667900000000007, 0.07715331009849109, 0.23350496614425814, 0.29483351155185294, 0.16324238700743662, 0.6229144533775154, 0.29483351155185294, 3.0, 0.22736074028074182, 0.5939090914822323, 0.7693392196853398, 0.23066078031466028, 2.6519181362343223, 0.6511751386702946, 2.0911000361685037, 0.9081532068156714]"
asqa,asqa_82,task_aware_coverage_ultra,0.547945,0.545455,394.0,1066.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.48607, 0.2467886, 0.14847664005034597, 0.37886, 0.032153805007509216, 0.11732877980537788, 0.24443598658629404, 0.0009052194128417635, 0.6273931738227005, 0.24443598658629404, 3.0, 0.19695804425325966, 0.555099384655531, 0.7478599092502652, 0.2521400907497348, 2.683794095399005, 0.6084364292074996, 2.1279656115228125, 0.9241637227642362]"
asqa,asqa_83,adaptive_k_full,0.384000,0.428571,310.0,1532.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.594093, 0.2365535, 0.17343862281986097, 0.514085, 0.14753582351584685, 0.36046544901219163, 0.0331193937649493, 0.0165361315484276, 0.7023984460345434, 0.36046544901219163, 2.0, 0.2511453011686574, 0.5888008420928035, 0.778787462455639, 0.22121253754436102, 3.3601975079608377, 0.6331274015088737, 2.0585634688305037, 0.8940227551607044]"
asqa,asqa_84,answer_aware_fallback,0.610169,0.705882,461.0,1002.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.598964, 0.2216962, 0.14941703003995227, 0.47824200000000006, 0.36922586332400614, 0.15615629653869012, 0.21077727542890723, 0.0071222978342604755, 0.7390828163295291, 0.36922586332400614, 1.0, 0.27017332728301163, 0.5688207556106059, 0.7105963025076659, 0.2894036974923341, 3.8326337343230104, 0.6388965447360422, 2.117160418749794, 0.9194710871670134]"
asqa,asqa_85,answer_aware_fallback,0.434783,0.424779,352.0,1060.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.83275, 0.24045670000000002, 0.24124130327124746, 0.748023, 0.3633803662563795, 0.2331744220954668, 0.251271089762834, 0.0068856199339537546, 0.8616823776643651, 0.3633803662563795, 1.0, 0.3463201482844936, 0.7065155597660617, 0.807118703700084, 0.19288129629991593, 7.229736768995694, 0.7606091986906983, 1.903172152309423, 0.8265371638599174]"
asqa,asqa_86,adaptive_k_full,0.666667,0.650000,520.0,1154.0,"[12.0, 10.0, 0.8333333333333334, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.527993, 0.2534116, 0.12426881782024, 0.37148000000000003, 0.2521245546815963, 0.028945459504197954, 0.3617415382400902, 0.0001534111247686953, 0.6442907387029753, 0.3617415382400902, 3.0, 0.20835391907868464, 0.5139685791810635, 0.6625036107265807, 0.33749638927341924, 2.8112846889442635, 0.5871436222102411, 2.1960554596777606, 0.9537347680915604]"
asqa,asqa_87,adaptive_k_full,0.418301,0.468750,387.0,1217.0,"[13.0, 12.0, 0.9230769230769231, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.643697, 0.29558809999999996, 0.18816113116977692, 0.526036, 0.06183810084558415, 0.36755647455246804, 0.020413331116969607, 0.10381126523814775, 0.5540805689633477, 0.36755647455246804, 2.0, 0.21776823897849745, 0.5463298421012213, 0.7632512946224831, 0.2367487053775169, 2.242557579684849, 0.5937314445825626, 2.1096543768794214, 0.9162112546017758]"
asqa,asqa_88,adaptive_k_full,0.300000,0.296296,586.0,1047.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25509, 0.180775, 0.04536748521793994, 0.12200299999999997, 0.01858559724018972, 0.12759810263044413, 0.04141283468579713, 0.0481947547924262, 0.3439021521815829, 0.15630561762515188, 4.0, 0.1411091135389296, 0.40007689116304795, 0.6072958097082009, 0.3927041902917992, 1.52416290241629, 0.4693440504829142, 2.2719296990089535, 0.9866865315517043]"
asqa,asqa_89,answer_aware_fallback,0.447368,0.500000,479.0,1323.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.400654, 0.1496718, 0.10787990725783927, 0.33137300000000003, 0.2859499717961134, 0.21648105347756413, 0.11857113619232552, 0.006541804150214395, 0.7941640417916705, 0.2859499717961134, 1.0, 0.2676883688176397, 0.5920246833404823, 0.7485778884198626, 0.25142211158013733, 4.858237640810486, 0.6527886441559512, 2.0807439259065146, 0.9036556052749078]"
asqa,asqa_90,adaptive_k_full,0.407767,0.422222,275.0,1128.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.405721, 0.1606783, 0.1206293684092311, 0.324325, 0.027669260403084914, 0.6608482183569498, 0.008276623591088423, 0.039576457713551894, 0.7240049196368934, 0.6608482183569498, 2.0, 0.2525051609333681, 0.5766746349693767, 0.7229258711350567, 0.27707412886494315, 3.6232529894531913, 0.6435727874279134, 2.075643345324745, 0.9014404512737425]"
asqa,asqa_91,adaptive_k_full,0.341463,0.512821,173.0,1150.0,"[13.0, 12.0, 0.9230769230769231, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.662703, 0.28870870000000004, 0.19853895466081714, 0.5821130000000001, 0.24503887865303173, 0.08413874691981166, 0.10457776711437858, 0.17951329630317048, 0.4759311486442645, 0.24503887865303173, 1.0, 0.2295403636953095, 0.5568152258660719, 0.8070861737107333, 0.19291382628926665, 1.9081462243234995, 0.5898667934776028, 2.0553835367470286, 0.8926417282040241]"
asqa,asqa_92,fixed_10_full,0.421053,0.421053,1367.0,1367.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.340571, 0.2652247, 0.035112786673945434, 0.13023200000000001, 0.11780509790909977, 0.012056223225113114, 0.11617841800975426, 0.008336000422819428, 0.24997430785357527, 0.11780509790909977, 1.0, 0.12840847779260378, 0.3534229655081144, 0.5465475123546185, 0.4534524876453815, 1.3332876599709516, 0.42593095789423935, 2.294029720018152, 0.996284448725945]"
asqa,asqa_93,adaptive_k_full,0.340000,0.351648,180.0,1063.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.272759, 0.1184512, 0.06508869506266045, 0.20377699999999999, 0.30971663629797724, 0.07453099622743893, 0.25365982424044664, 0.015632848045344074, 0.6995809487496287, 0.30971663629797724, 1.0, 0.2302712002917657, 0.5310136157337367, 0.6835709558028961, 0.31642904419710394, 3.3286837031070755, 0.6041963845734886, 2.172467878808298, 0.9434908118785061]"
asqa,asqa_94,fixed_10_full,0.489510,0.489510,1730.0,1730.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.195766, 0.1362806, 0.034258028767575055, 0.099243, 0.05109160937037066, 0.05666969749599022, 0.22354239244812682, 0.04608563284737903, 0.3390476385071973, 0.22354239244812682, 3.0, 0.14364920612324866, 0.40812852306197656, 0.5991314978067311, 0.40086850219326886, 1.5129683442562136, 0.47556630610156186, 2.2720271419904323, 0.9867288505008607]"
asqa,asqa_95,coverage_guided_ultra,0.746269,0.746269,308.0,1162.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.251875, 0.14182060000000002, 0.04444374163186533, 0.15718500000000002, 0.29711960297766754, 0.05811612903225811, 0.06609627791563273, 0.05841786600496274, 0.4566828784119107, 0.29711960297766754, 1.0, 0.1776011383395642, 0.41694436492300835, 0.6162101979543169, 0.3837898020456831, 1.8405457149538176, 0.48462717393086036, 2.257888540767985, 0.9805885340081212]"
asqa,asqa_96,adaptive_k_full,0.647059,0.628571,246.0,746.0,"[9.0, 9.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.39008, 0.2613324, 0.04712374669145058, 0.167842, 0.2542145200984413, 0.06075164068908941, 0.02692268252666123, 0.02834803117309273, 0.35821369975389655, 0.2542145200984413, 1.0, 0.14926583921473188, 0.36283828564693854, 0.5568685704489761, 0.44313142955102386, 1.5581510537332033, 0.43862000951054025, 2.287814976898554, 0.9935854200826575]"
asqa,asqa_97,fixed_10_full,0.518219,0.518219,1394.0,1394.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.276588, 0.13814189999999998, 0.05037282228831337, 0.18442799999999998, 0.4229395346146615, 0.06025207167339152, 0.017310946244956348, 0.005925781306491922, 0.5450959549944322, 0.4229395346146615, 1.0, 0.20022020835097823, 0.41923485922808357, 0.6103253249014238, 0.3896746750985762, 2.1982657902893794, 0.48379831705326437, 2.2458727941003778, 0.975370161534432]"
asqa,asqa_98,fixed_10_full,0.434783,0.434783,1167.0,1167.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.675805, 0.2930864, 0.169982618145621, 0.515191, 0.21552962762927177, 0.20789280931629683, 0.24212901650624072, 0.0507054549759176, 0.6715191512344537, 0.24212901650624072, 3.0, 0.23058217645035728, 0.5444155716539559, 0.6972752744583167, 0.3027247255416832, 3.044317511228034, 0.6139974241174794, 2.157345153536668, 0.9369230957416984]"
asqa,asqa_99,fixed_10_full,0.407407,0.407407,1394.0,1394.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.331421, 0.1825991, 0.055758524258538264, 0.19423600000000002, 0.33790254691163213, 0.09455043585047418, 0.01597665808744767, 0.04001255201088644, 0.4614221790411592, 0.33790254691163213, 1.0, 0.1815019898783729, 0.40468490808552726, 0.6025489720376498, 0.3974510279623503, 1.8567418877733957, 0.4767198211182176, 2.2616321664076167, 0.9822143699657248]"
asqa,asqa_100,fixed_10_full,0.662069,0.662069,1455.0,1455.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.440427, 0.13210660000000002, 0.10473921846586406, 0.359038, 0.6622732030506758, 0.06401514893501076, 0.05108224518478659, 0.005231286910203054, 0.7943790912001307, 0.6622732030506758, 1.0, 0.33338758245235284, 0.5372335674372061, 0.6800069035157971, 0.3199930964842029, 4.863318647099745, 0.6128264043774733, 2.086805937749933, 0.9062883035677366]"
asqa,asqa_101,adaptive_k_full,0.340136,0.375000,481.0,1492.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.1567, 0.0968551, 0.028229753535764356, 0.085222, 0.06940012763241861, 0.3280472239948947, 0.01060625398851315, 0.003797064454371399, 0.43690491384811747, 0.3280472239948947, 2.0, 0.16178807311127652, 0.4098338652275409, 0.5967058007270655, 0.4032941992729345, 1.775898999286014, 0.48386801859675893, 2.2640358870628394, 0.9832582925823249]"
asqa,asqa_102,adaptive_k_full,0.325581,0.337662,292.0,1021.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.453973, 0.26382880000000003, 0.10344277375128724, 0.30202700000000005, 0.09224337130181756, 0.12047632788734129, 0.20390419694563336, 0.020789782652272274, 0.45228020168600336, 0.20390419694563336, 3.0, 0.17207105516910967, 0.4637378481803351, 0.6583667135657668, 0.3416332864342331, 1.8257510557007843, 0.524675271209489, 2.2287744391758535, 0.9679444403410878]"
asqa,asqa_103,adaptive_k_full,0.517647,0.575342,357.0,945.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.573869, 0.36157469999999997, 0.08240678654218958, 0.29248799999999997, 0.2576493938512099, 0.1084097590216583, 0.002148573977684775, 0.008392159186155703, 0.3748102790009566, 0.2576493938512099, 1.0, 0.15871381487698116, 0.3771502818089872, 0.5766506893319694, 0.4233493106680307, 1.5995144616293684, 0.44779148247850986, 2.2788196596306904, 0.9896788034302553]"
asqa,asqa_104,adaptive_k_full,0.826087,0.810345,468.0,1176.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.457453, 0.2114446, 0.12776602990325714, 0.36647399999999997, 0.058095585776025055, 0.38837432479402256, 0.019051137493906477, 0.05569971122716433, 0.6448378303344824, 0.38837432479402256, 2.0, 0.21634650400152097, 0.5398785308302979, 0.7323492773047882, 0.2676507226952119, 2.815615190496707, 0.5971339720302035, 2.1374711449082024, 0.9282919234610582]"
asqa,asqa_105,fixed_10_full,0.389262,0.389262,1076.0,1076.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.512507, 0.2543733, 0.13620930237325937, 0.412575, 0.21799116890110776, 0.07986622621739804, 0.007217462395635478, 0.050543699890928336, 0.5625523163586058, 0.2574774588444646, 4.0, 0.20147829980583656, 0.5005026077815556, 0.7286511595360048, 0.27134884046399527, 2.2859876446843153, 0.5442269779307538, 2.160363961706061, 0.9382341474715902]"
asqa,asqa_106,adaptive_k_full,0.231884,0.258065,258.0,1793.0,"[8.0, 7.0, 0.875, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.257981, 0.1475051, 0.056451008758834416, 0.15293900000000002, 0.01118299409646457, 0.3857570906384578, 0.08072687523499786, 0.029963446920509652, 0.5180071400607023, 0.3857570906384578, 2.0, 0.17489632561857182, 0.4533097499679672, 0.6289626595961766, 0.3710373404038233, 2.0747195303389763, 0.5289469000296648, 2.237541677046768, 0.9717520033699594]"
asqa,asqa_107,adaptive_k_full,0.471910,0.471910,247.0,1611.0,"[10.0, 9.0, 0.9, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.422721, 0.1649604, 0.09414597541286616, 0.313467, 0.4116615923978227, 0.2670957913138926, 0.014314405955701279, 0.006006325685262855, 0.698446493076994, 0.4116615923978227, 1.0, 0.25625604690580284, 0.4893416844285053, 0.645268803906877, 0.3547311960931229, 3.3161610694029324, 0.5642890497641397, 2.175613229291369, 0.9448568202369555]"
asqa,asqa_108,task_aware_coverage_ultra,0.188034,0.246377,493.0,1561.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.302811, 0.1319932, 0.07282430161257986, 0.228404, 0.3242385514396769, 0.027290950460848496, 0.308126190924372, 0.005732948935144369, 0.6737040596279528, 0.3242385514396769, 1.0, 0.22941409102893176, 0.5332115593833621, 0.6861482258176936, 0.3138517741823063, 3.064702548428233, 0.6011269159877896, 2.1702756190735597, 0.9425387255728106]"
asqa,asqa_109,fixed_10_full,0.220183,0.220183,915.0,915.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.184276, 0.15867409999999998, 0.01169705484684072, 0.03340599999999999, 0.029960494041546368, 0.10784366927869067, 0.02706266686926128, 0.005035924374308169, 0.1677158175779808, 0.10784366927869067, 2.0, 0.11613489536099464, 0.3289213551550001, 0.5225666948796306, 0.47743330512036936, 1.2015126817500161, 0.40617630990348197, 2.299955481758824, 0.9988579743509924]"
asqa,asqa_110,fixed_10_full,0.516129,0.516129,1206.0,1206.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.485938, 0.204765, 0.10886298737679397, 0.38125, 0.35892644740687074, 0.22578188987072428, 0.01760718445563016, 0.04374014792010503, 0.6182599426264256, 0.35892644740687074, 1.0, 0.23731497082020853, 0.4880062510682978, 0.6729753620003418, 0.32702463799965814, 2.61958361634915, 0.546900817286879, 2.183860610140817, 0.9484386122300255]"
asqa,asqa_111,fixed_10_full,0.421053,0.421053,1081.0,1081.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.449893, 0.19802, 0.13030316417416732, 0.341781, 0.02243422324863904, 0.4028824631634634, 0.29183605879620267, 0.00562578213041772, 0.7178084566774766, 0.4028824631634634, 2.0, 0.2271957378042622, 0.5798601151398849, 0.7082345217654783, 0.29176547823452176, 3.5436923028450797, 0.652320681817278, 2.1178137897564784, 0.919754842589852]"
asqa,asqa_112,fixed_10_full,0.346154,0.346154,1152.0,1152.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.489277, 0.1918658, 0.12203067951117866, 0.38156, 0.2631903809089739, 0.3568653339519331, 0.07293414568843415, 0.018639748036388362, 0.704161446379045, 0.3568653339519331, 2.0, 0.2550100122064485, 0.5397934389557701, 0.693525891534604, 0.30647410846539613, 3.3802220425984655, 0.6097430161019693, 2.137862752645385, 0.9284619965403871]"
asqa,asqa_113,fixed_10_full,0.504202,0.504202,749.0,749.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.412483, 0.2100091, 0.09792840726311237, 0.278185, 0.050746333788301595, 0.46689439322347825, 0.03914828005032934, 0.0035055990186262293, 0.5908437438633835, 0.46689439322347825, 2.0, 0.19641196500532596, 0.4775978755206322, 0.6450130018175403, 0.3549869981824597, 2.444054038039936, 0.548546105264079, 2.2088732502745767, 0.9593014638179491]"
asqa,asqa_114,fixed_10_full,0.701299,0.701299,948.0,948.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.655655, 0.1738496, 0.17983684187852053, 0.580221, 0.45357695739375126, 0.3611014939259214, 0.021869733320115006, 0.004689966522027582, 0.8610351480580488, 0.45357695739375126, 1.0, 0.37713920538212337, 0.6531087790826093, 0.7671619606832571, 0.23283803931674277, 7.196064227936738, 0.7163197660187094, 1.9192911929059218, 0.8335375742445513]"
