mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_2340,1,618,78,696,provider,15406,0.185185,0.454545,0.754143,0.220092,1.0,"[""bioasq_25789661""]","The document provided mentions that idarucizumab is being developed as a specific antidote for dabigatran. Therefore, it can be concluded that idarucizumab can be reversed with dabigatran. However, the document does not provide information about whether there is an antidote for idarucizumab itself.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_2340,3,1006,72,1078,provider,18147,0.125,0.272727,0.838686,0.469,1.0,"[""bioasq_25789661"", ""bioasq_26894245"", ""bioasq_27317414""]","The documents provided indicate that Idarucizumab can be used as a specific antidote for dabigatran, and it has been shown to reverse the anticoagulant activity of dabigatran in various studies. Therefore, Idarucizumab can be reversed with idarucizumab.",False,,1078,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_2340,2,356,28,384,provider,6184,0.32,0.363636,0.78616,0.358954,1.0,"[""bioasq_25789661"", ""bioasq_28479184""]","The drug that can be reversed with idarucizumab is dabigatran, according to Document 2.",False,,384,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_2340,2,356,28,384,provider,3135,0.32,0.363636,0.78616,0.358954,1.0,"[""bioasq_25789661"", ""bioasq_28479184""]","The drug that can be reversed with idarucizumab is dabigatran, according to Document 2.",False,ultra_route:focused_or_concentrated,384,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_2556,0,74,32,106,provider,3953,0.111111,0.103448,0.68617,0.0,0.0,[],"The provided documents do not contain information about ""Alzheimer's disease resilience."" Therefore, I cannot provide an answer based on these documents.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_2556,3,1189,80,1269,provider,21418,0.209302,0.275862,0.678752,0.636682,1.0,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424""]","The documents provided do not directly mention ""Alzheimer's disease resilience"" in terms of a definition. However, they discuss the concept of resilience in relation to Alzheimer's disease (AD) pathology, genetic risk factors, and human performance modeling. The first document describes a method for defining resilience metrics using CSF biomarkers of AD path",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_2556,5,2235,80,2315,provider,21074,0.21978,0.344828,0.654986,0.80481,1.0,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424"", ""bioasq_28921611"", ""bioasq_22530047""]","The documents provided do not directly mention Alzheimer's disease resilience in terms of what it is, but they do discuss the concept of cognitive or memory resilience in relation to Alzheimer's disease. Cognitive resilience refers to the ability of genetically at-risk individuals to perform at high and sustained levels despite having a risk factor for Alz",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_2556,7,3005,80,3085,provider,18809,0.4,0.517241,0.7712,0.80481,1.0,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424"", ""bioasq_28921611"", ""bioasq_22530047"", ""bioasq_22005615"", ""bioasq_33679227""]","The provided documents do not directly mention Alzheimer's disease resilience in terms of factors or mechanisms that protect individuals from developing symptoms despite having AD pathology. However, Document 4 discusses dendritic spine plasticity as a potential mechanism of cognitive resilience that protects older individuals with AD pathology from developing dementia. The evidence is insufficient to determine if",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_2556,10,3850,80,3930,provider,19857,0.219512,0.310345,0.704529,0.80481,1.0,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424"", ""bioasq_28921611"", ""bioasq_22530047"", ""bioasq_22005615"", ""bioasq_33679227"", ""bioasq_7739505"", ""bioasq_23199349"", ""bioasq_12587941""]","The documents provided do not directly mention Alzheimer's disease resilience in terms of a definition or specific characteristics. However, they discuss the concept of cognitive and memory resilience in relation to Alzheimer's disease (AD) risk factors, genetic markers, and biomarkers such as dendritic spines, APOE ɛ4, and Cl",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_2556,7,3005,80,3085,provider,9760,0.4,0.517241,0.7712,0.80481,1.0,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424"", ""bioasq_28921611"", ""bioasq_22530047"", ""bioasq_22005615"", ""bioasq_33679227""]","The provided documents do not directly mention Alzheimer's disease resilience in terms of factors or mechanisms that protect individuals from developing symptoms despite having AD pathology. However, Document 4 discusses dendritic spine plasticity as a potential mechanism of cognitive resilience that protects older individuals with AD pathology from developing dementia. The evidence is insufficient to determine if",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_2556,2,979,80,1059,provider,9412,0.21978,0.310345,0.775447,0.636682,1.0,"[""bioasq_27815399"", ""bioasq_28025282""]","Based on the provided documents, Alzheimer's disease (AD) resilience refers to an individual's ability to maintain better cognitive outcomes than expected for a given level of AD pathology. This resilience is calculated by leveraging AD biomarkers and baseline brain aging outcomes. The documents also mention that factors such as younger age, higher education, stronger grip, and everyday",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_2556,3,679,80,759,provider,15590,0.188235,0.275862,0.64158,0.636682,1.0,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424""]","The documents provided do not directly mention ""Alzheimer's disease resilience"" in terms of a definition. However, they do discuss concepts related to resilience in the context of Alzheimer's disease. For instance, Document 2 mentions ""memory resilience to AD genetic risk,"" which could be interpreted as a form of resilience against Alzheimer'",False,,759,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_2556,2,474,80,554,provider,13465,0.214286,0.310345,0.654001,0.636682,1.0,"[""bioasq_27815399"", ""bioasq_28025282""]","The documents provided do not explicitly define what Alzheimer's disease resilience is. However, they do mention the concept of ""resilience"" in relation to Alzheimer's disease twice. In Document 1, it mentions the objective of defining robust resilience metrics for Alzheimer's disease pathology. In Document 2, it discusses memory res",False,,554,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_2556,2,474,80,554,provider,9272,0.214286,0.310345,0.654001,0.636682,1.0,"[""bioasq_27815399"", ""bioasq_28025282""]","The documents provided do not explicitly define what Alzheimer's disease resilience is. However, they do mention the concept of ""resilience"" in relation to Alzheimer's disease twice. In Document 1, it mentions the objective of defining robust resilience metrics for Alzheimer's disease pathology. In Document 2, it discusses memory res",False,ultra_route:focused_or_concentrated,554,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_251,0,87,35,122,provider,4482,0.119403,0.108108,0.716632,0.0,0.0,[],"Based on the provided documents, I am unable to list specific proteins associated with triple-negative breast cancer as there is no information about such proteins in the documents.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_251,3,1107,80,1187,provider,20323,0.285714,0.27027,0.774782,0.469,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423""]","Based on the provided documents, the proteins associated with triple-negative breast cancers that are mentioned include Stat1, Mx1, CD74, IDH2, CRABP2, SEC14L2, MDH2, PGK1, TKT, Aldolase1, CK7, 8, 9, 14, 1",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_251,5,2109,80,2189,provider,20655,0.236842,0.243243,0.759226,0.648932,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423"", ""bioasq_22934887"", ""bioasq_22692575""]","Based on the provided documents, the proteins associated with triple-negative breast cancers that are mentioned include:

1. Stat1 (Document 1)
2. Mx1 (Document 1)
3. CD74 (Document 1)
4. IDH2 (Document 2)
5. CRABP2 (Document 2)
6",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_251,7,2933,80,3013,provider,18850,0.277778,0.27027,0.771518,0.800694,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423"", ""bioasq_22934887"", ""bioasq_22692575"", ""bioasq_21630460"", ""bioasq_23436753""]","Based on the provided documents, some proposed proteins associated with triple-negative breast cancers are Stat1, Mx1, CD74 (Document 1), IDH2, CRABP2, SEC14L2 (Document 2), several glycolytic enzymes, cytokeratins, further structure proteins, NME1-NME",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_251,10,4096,80,4176,provider,55797,0.079208,0.108108,0.609943,0.933746,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423"", ""bioasq_22934887"", ""bioasq_22692575"", ""bioasq_21630460"", ""bioasq_23436753"", ""bioasq_20005186"", ""bioasq_22530047"", ""bioasq_23172894""]","The texts provided discuss various studies that use proteomics to analyze different types of tissues, particularly breast cancer tissues, to identify novel protein markers and networks associated with the disease. These studies aim to uncover underlying mechanisms of diseases such as multiple sclerosis and breast cancer, which could lead to the development of new and more effective therapies.

Some common themes among these",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_251,7,2933,80,3013,provider,42642,0.277778,0.27027,0.771518,0.800694,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423"", ""bioasq_22934887"", ""bioasq_22692575"", ""bioasq_21630460"", ""bioasq_23436753""]","Based on the provided documents, some proposed proteins associated with triple-negative breast cancers are Stat1, Mx1, CD74 (Document 1), IDH2, CRABP2, SEC14L2 (Document 2), several glycolytic enzymes, cytokeratins, further structure proteins, NME1-NME",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_251,3,1107,80,1187,provider,9587,0.285714,0.27027,0.774782,0.469,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423""]","Based on the provided documents, the proteins associated with triple-negative breast cancers that are mentioned include Stat1, Mx1, CD74, IDH2, CRABP2, SEC14L2, MDH2, PGK1, TKT, Aldolase1, CK7, 8, 9, 14, 1",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_251,3,723,80,803,provider,16437,0.317073,0.351351,0.773162,0.469,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423""]","Based on the provided documents, some proposed proteins associated with triple-negative breast cancers are CD74, beta-catenin, MUC18, plexins, integrins, IDH2, CRABP2, and SEC14L2. However, it's important to note that the documents do not explicitly state these proteins are exclusive to triple-",False,,803,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_251,3,748,80,828,provider,16652,0.345679,0.378378,0.779217,0.469,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423""]","Based on the provided documents, some proposed proteins associated with triple-negative breast cancers are CD74, beta-catenin, MUC18, plexins, integrins, Stat1, IDH2, CRABP2, and SEC14L2. However, it's important to note that the documents do not explicitly state these proteins are exclusive",False,,828,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_251,3,748,80,828,provider,9526,0.345679,0.378378,0.779217,0.469,1.0,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423""]","Based on the provided documents, some proposed proteins associated with triple-negative breast cancers are CD74, beta-catenin, MUC18, plexins, integrins, Stat1, IDH2, CRABP2, and SEC14L2. However, it's important to note that the documents do not explicitly state these proteins are exclusive",False,ultra_route:claim_or_focused_evidence,828,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_2401,0,83,41,124,provider,5209,0.3,0.230769,0.67732,0.0,0.0,[],"The provided documents do not contain information about the location of centromeres according to the Rabl orientation of eukaryotic nuclei. Therefore, the evidence is insufficient to answer this question.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_2401,3,1132,80,1212,provider,20652,0.409639,0.538462,0.740746,0.644824,1.0,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101""]","According to the provided documents, during interphase in eukaryotic nuclei such as fission yeast and budding yeast, centromeres locate near the nuclear periphery, often grouped in a limited area. However, in some cases like small genome species, the chromosomes may not have a Rabl arrangement, and the centromeres' location might be different (",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_2401,5,2064,80,2144,provider,19715,0.329412,0.461538,0.686285,0.892211,1.0,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101"", ""bioasq_3219911"", ""bioasq_14555468""]","According to the provided documents, centromeres locate near the nuclear periphery in a Rabl orientation of eukaryotic nuclei, as stated in Document 1. However, there are exceptions where centromeres can form de novo clusters without a preceding mitosis, as seen in fission yeast (Document 1), and in some cases, they may not be clust",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_2401,7,3090,80,3170,provider,22161,0.340909,0.461538,0.707183,1.0,1.0,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101"", ""bioasq_3219911"", ""bioasq_14555468"", ""bioasq_24424980"", ""bioasq_24717404""]","According to the provided documents, centromeres in eukaryotic nuclei locate near the nuclear periphery according to the Rabl orientation, as stated in Document 1. However, there are also instances where centromeres can form a rosette near one pole of the nucleus, as mentioned in Documents 3 and 4, or may not necessarily be associated with the nucle",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_2401,10,4096,80,4176,provider,56198,0.206897,0.269231,0.549595,1.0,1.0,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101"", ""bioasq_3219911"", ""bioasq_14555468"", ""bioasq_24424980"", ""bioasq_24717404"", ""bioasq_20705812"", ""bioasq_21658950"", ""bioasq_21546358""]","The documents discuss various aspects related to chromosomes and their behavior during cell division, as well as the mechanisms that regulate their positioning and segregation. Here are some key points from each document:

1. Document 1 describes a study on the RAPT tool used for assessing patient orientation after total hip arthroplasty.
2. Document 2 discusses",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_2401,7,3090,80,3170,provider,45710,0.340909,0.461538,0.707183,1.0,1.0,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101"", ""bioasq_3219911"", ""bioasq_14555468"", ""bioasq_24424980"", ""bioasq_24717404""]","According to the provided documents, centromeres in eukaryotic nuclei locate near the nuclear periphery according to the Rabl orientation, as stated in Document 1. However, there are also instances where centromeres can form a rosette near one pole of the nucleus, as mentioned in Documents 3 and 4, or may not necessarily be associated with the nucle",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_2401,1,428,31,459,provider,3934,0.48,0.384615,0.789926,0.302602,1.0,"[""bioasq_11559751""]","The provided document states that during the Rabl orientation in eukaryotic nuclei, centromeres are grouped near the nuclear periphery.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_2401,3,865,80,945,provider,18885,0.384615,0.423077,0.745749,0.644824,1.0,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101""]","According to the provided documents, in the Rabl orientation of eukaryotic nuclei, centromeres locate near the nuclear periphery, opposite to the telomeres. However, in the case of budding yeast (Saccharomyces cerevisiae), during interphase, centromeres cluster near one pole of the nucleus as a rosette with the sp",False,,945,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_2401,2,373,35,408,provider,7050,0.566038,0.538462,0.784291,0.493523,1.0,"[""bioasq_11559751"", ""bioasq_3219911""]","According to Document 1, centromeres are grouped in a limited area near the nuclear periphery during the Rabl orientation of eukaryotic nuclei.",False,,408,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_2401,2,373,35,408,provider,3735,0.566038,0.538462,0.784291,0.493523,1.0,"[""bioasq_11559751"", ""bioasq_3219911""]","According to Document 1, centromeres are grouped in a limited area near the nuclear periphery during the Rabl orientation of eukaryotic nuclei.",False,ultra_route:focused_or_concentrated,408,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_4710,0,73,32,105,provider,3320,0.115385,0.1,0.704384,0.0,0.0,[],"The provided documents do not contain any information about ""Jackhammer esophagus."" Therefore, the evidence is insufficient to answer this question accurately.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_4710,3,782,80,862,provider,14151,0.236842,0.3,0.778834,0.469,1.0,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439""]","Hypercontractile esophagus, also known as Jackhammer esophagus, is a rare motility disorder of the esophagus. The documents provide information about this condition, its diagnosis (based on high-resolution manometry), and its treatment options such as peroral endoscopic myotomy and certain medications like anticholinergic drugs and",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_4710,5,1598,80,1678,provider,17069,0.289474,0.366667,0.759866,0.648932,1.0,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439"", ""bioasq_34001027"", ""bioasq_30941328""]","The provided documents indicate that Jackhammer esophagus is a rare hypercontractile disorder of the esophagus. It is diagnosed using high-resolution manometry and can result in symptoms such as dysphagia, chest pain, and gastro-esophageal reflux symptoms. There are two distinct subtypes of Jackhammer esophagus: """,False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_4710,7,2671,80,2751,provider,20835,0.342105,0.4,0.811157,0.800694,1.0,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439"", ""bioasq_34001027"", ""bioasq_30941328"", ""bioasq_26927491"", ""bioasq_27274539""]","Jackhammer esophagus is a rare hypercontractile disorder of the esophagus, defined by high-resolution manometry. It can result in symptoms such as dysphagia (difficulty swallowing), chest pain, and gastroesophageal reflux symptoms. The evidence suggests that it may be a heterogeneous disease with different underlying pathophys",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_4710,10,4067,80,4147,provider,26041,0.257143,0.266667,0.831821,1.0,1.0,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439"", ""bioasq_34001027"", ""bioasq_30941328"", ""bioasq_26927491"", ""bioasq_27274539"", ""bioasq_29521727"", ""bioasq_23452629"", ""bioasq_34642274""]","Jackhammer esophagus is a hypercontractile esophageal disorder, also known as nutcracker esophagus or hypertensive lower esophageal sphincter. It is characterized by manometric findings after ruling out mechanical obstruction and eosinophilic esophagitis. The diagnosis of jackhammer esophagus as a primary",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_4710,3,782,80,862,provider,17828,0.236842,0.3,0.778834,0.469,1.0,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439""]","Hypercontractile esophagus, also known as Jackhammer esophagus, is a rare motility disorder of the esophagus. The documents provide information about this condition, its diagnosis (based on high-resolution manometry), and its treatment options such as peroral endoscopic myotomy and certain medications like anticholinergic drugs and",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_4710,1,500,37,537,provider,4652,0.285714,0.233333,0.800455,0.220092,1.0,"[""bioasq_27458179""]","Hypercontractile esophagus, also known as Jackhammer esophagus, is a recently defined disease within the esophageal motility disorders classification.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_4710,3,458,38,496,provider,8507,0.384615,0.333333,0.855138,0.469,1.0,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439""]",Jackhammer esophagus is a rare hypercontractile disorder within the esophageal motility disorders classification. The diagnosis is based on high-resolution manometry.,False,,496,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_4710,2,244,24,268,provider,4604,0.272727,0.2,0.82142,0.358954,1.0,"[""bioasq_27458179"", ""bioasq_29667413""]",Jackhammer esophagus is a recently defined disease within the esophageal motility disorders classification.,False,,268,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_4710,2,244,24,268,provider,2666,0.272727,0.2,0.82142,0.358954,1.0,"[""bioasq_27458179"", ""bioasq_29667413""]",Jackhammer esophagus is a recently defined disease within the esophageal motility disorders classification.,False,ultra_route:focused_or_concentrated,268,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_3625,0,78,47,125,provider,5977,0.245614,0.285714,0.24991,0.0,0.0,[],"The evidence is insufficient to determine which disease category LB-100 is mostly assessed for, as the provided documents do not contain information about the specific diseases that LB-100 is assessed for.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_3625,3,1706,61,1767,provider,25168,0.196721,0.285714,0.297274,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170""]",The provided documents do not mention LB-100 being mostly assessed for a specific disease category related to autonomic failure with Lewy bodies (AF-LB) or perinatal outcomes of fetal echogenic bowel (FEB). The evidence is insufficient.,False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_3625,5,3446,80,3526,provider,28944,0.216216,0.285714,0.315988,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170"", ""bioasq_21403567"", ""bioasq_30341990""]","The documents provided do not mention LB-100 being mostly assessed for any specific disease category related to autonomic failure, Parkinson's disease, fetal echogenic bowel, Muenke syndrome, or migraine. Therefore, the evidence is insufficient to determine which disease category LB-100 is mostly assessed for based on these documents.",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_3625,7,4096,80,4176,provider,53015,0.125,0.190476,0.141455,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170"", ""bioasq_21403567"", ""bioasq_30341990"", ""bioasq_16238072"", ""bioasq_22530047""]","The documents provided appear to be abstracts or summaries of scientific research articles, each focusing on different topics related to medicine and healthcare. Here's a brief summary of each document:

1. Document 1 discusses the effectiveness of galcanezumab in treating episodic migraines, with more than a third of patients achieving 100% response for at least",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_3625,10,4096,80,4176,provider,52835,0.088235,0.142857,0.119868,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170"", ""bioasq_21403567"", ""bioasq_30341990"", ""bioasq_16238072"", ""bioasq_22530047"", ""bioasq_12831662"", ""bioasq_19033369"", ""bioasq_23150908""]","The documents provided are abstracts from various scientific research studies. Here is a brief summary of each:

1. Document 1 discusses the use of a non-peptide GnRH antagonist, elagolix, for suppressing the reproductive endocrine axis in premenopausal women.

2. Document 2 investigates the",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_3625,5,3446,80,3526,provider,45904,0.216216,0.285714,0.315988,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170"", ""bioasq_21403567"", ""bioasq_30341990""]","The documents provided do not mention LB-100 being mostly assessed for any specific disease category related to autonomic failure, Parkinson's disease, fetal echogenic bowel, Muenke syndrome, or migraine. Therefore, the evidence is insufficient to determine which disease category LB-100 is mostly assessed for based on these documents.",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_3625,2,1135,60,1195,provider,6774,0.212121,0.285714,0.339637,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926""]",The provided documents do not mention LB-100 being mostly assessed for a specific disease category related to autonomic failure with Lewy bodies (AF-LB) or Parkinson's disease (PD). The evidence is insufficient to answer the question based on these documents.,False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_3625,3,1106,80,1186,provider,19211,0.195122,0.333333,0.428862,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170""]","The provided documents do not mention LB-100 being mostly assessed for any specific disease category other than progressive solid tumors in adult patients. However, the term ""LB"" appears in Document 3 in relation to fetal echogenic bowel (FEB), but no further information about its association with a specific disease category is provided. Therefore, the evidence is ins",False,,1186,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_3625,2,780,61,841,provider,13453,0.212121,0.285714,0.339637,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926""]",The provided documents do not mention LB-100 being mostly assessed for a specific disease category related to Autonomic failure with Lewy bodies (AF-LB) or Parkinson's disease (PD). The evidence is insufficient to answer the question based on these documents.,False,,841,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_3625,2,780,61,841,provider,6560,0.212121,0.285714,0.339637,0.469279,1.0,"[""bioasq_28039265"", ""bioasq_2085926""]",The provided documents do not mention LB-100 being mostly assessed for a specific disease category related to Autonomic failure with Lewy bodies (AF-LB) or Parkinson's disease (PD). The evidence is insufficient to answer the question based on these documents.,False,ultra_route:focused_or_concentrated,841,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_1935,0,69,28,97,provider,3270,0.133333,0.097222,0.366667,0.0,0.0,[],"The provided documents do not contain any information about ""DENdb"". Therefore, I cannot provide an answer based on the given documents.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_1935,3,1006,80,1086,provider,18066,0.700637,0.625,0.934495,1.0,1.0,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615""]","DENdb is a centralized online repository of predicted enhancers derived from multiple human cell-lines. It integrates enhancers predicted by five different methods, providing information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a number of transcription factors and transcription factor binding motifs, means to explore enhancer interactions with DNA using several",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_1935,5,1318,80,1398,provider,11730,0.649682,0.611111,0.921802,1.0,1.0,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808""]","DENdb is a centralized online repository of predicted enhancers derived from multiple human cell-lines. It integrates enhancers predicted by five different methods and provides information about their properties, such as overlap with DNase I hypersensitive regions, ChIP-seq regions of transcription factors, and transcription factor binding motifs. The database also offers means to explore enhancer interactions with",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_1935,7,1825,80,1905,provider,14008,0.683871,0.555556,0.926598,1.0,1.0,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795""]","DENdb is a centralized online repository of predicted enhancers derived from multiple human cell-lines. It integrates enhancers predicted by five different methods generating an enriched catalogue of putative enhancers for each of the analysed cell-lines. The database provides information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_1935,10,2659,80,2739,provider,18080,0.64557,0.611111,0.91918,1.0,1.0,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795"", ""bioasq_22162947"", ""bioasq_23809990"", ""bioasq_30550956""]","DENdb is a centralized online repository of predicted enhancers derived from multiple human cell-lines, which integrates enhancers predicted by five different methods and provides information about their properties such as overlap with DNase I hypersensitive regions, ChIP-seq regions of transcription factors, and transcription factor binding motifs. It also offers means to explore enhancer interactions with DNA using",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_1935,7,1825,80,1905,provider,8927,0.683871,0.555556,0.926598,1.0,1.0,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795""]","DENdb is a centralized online repository of predicted enhancers derived from multiple human cell-lines. It integrates enhancers predicted by five different methods generating an enriched catalogue of putative enhancers for each of the analysed cell-lines. The database provides information about the overlap of enhancers with DNase I hypersensitive regions, ChIP-seq regions of a",False,,0,0
